date,machine_id,temp_moyenne,temp_max,vibration_moyenne,pression_moyenne,nb_anomalies_capteurs,nb_mesures,nb_alarmes,duree_arret_minutes,taux_disponibilite_pct
2024-01-04,M004,65.2384265734265,125.51,2.5416979166666644,4.541512195121949,4,288,2,663.7333333333333,53.907407407407405
2024-01-05,M004,65.11588850174215,129.58,2.5026385964912286,4.525277777777777,4,288,2,201.41666666666666,86.01273148148148
2024-01-06,M004,65.81192170818503,122.19,2.5524545454545455,4.498698581560282,3,288,0,0.0,100.0
2024-01-08,M004,65.93006944444443,129.78,2.3709094076655055,4.495719298245614,6,288,1,194.83333333333331,86.4699074074074
2024-01-09,M004,64.23700348432054,91.86,2.433735191637632,4.465692307692308,4,288,1,363.1666666666667,74.78009259259258
2024-01-24,M004,64.81070671378095,128.94,2.459313588850175,4.489207017543856,4,288,1,374.0,74.02777777777779
2024-01-26,M004,64.96538194444446,125.36,2.4099087719298247,4.454334507042253,3,288,2,104.18333333333334,92.76504629629629
2024-01-01,M005,64.67972125435541,125.17,2.5693636363636356,4.477686411149824,3,288,0,372.26666666666665,74.14814814814815
2024-01-03,M005,63.695454545454524,87.97,2.459393728222995,4.488093749999999,2,288,0,0.0,100.0
2024-01-08,M005,64.1059298245614,108.56,2.4988811188811195,4.5019929328621915,3,288,2,428.1499999999999,70.26736111111111
2024-01-09,M005,64.02370629370627,121.75,2.5266643356643375,4.463322807017543,4,288,2,711.75,50.572916666666664
2024-01-17,M005,65.20722222222223,127.87,2.4871538461538467,4.51315789473684,7,288,0,96.06666666666666,93.32870370370371
2024-01-19,M005,64.14111498257843,117.87,2.4460209790209797,4.481675958188152,5,288,0,514.9499999999999,64.23958333333334
2024-01-20,M005,64.79283687943266,126.63,2.4782508710801383,4.488277777777779,7,288,1,631.8,56.125
2024-01-22,M005,66.23587412587415,128.91,2.4970696864111486,4.515489510489509,5,288,0,161.73333333333335,88.76851851851852
2024-01-23,M005,66.30926829268293,120.94,2.483111888111889,4.516661971830988,2,288,1,195.36666666666667,86.43287037037037
2024-01-29,M005,65.12265734265738,116.79,2.4787722419928824,4.552939716312058,1,288,1,848.3500000000001,41.08680555555554
2024-01-03,M001,64.09972027972022,108.19,2.48312543554007,4.491157342657344,5,288,1,289.31666666666666,79.90856481481482
2024-01-04,M001,66.60194346289752,116.92,2.4632404181184655,4.484236933797909,3,288,2,820.6833333333334,43.00810185185185
2024-01-08,M001,64.74129370629372,111.23,2.510332167832167,4.473160839160838,2,288,1,300.28333333333336,79.14699074074075
2024-01-17,M001,64.4880769230769,125.48,2.501636363636363,4.49053658536585,4,288,0,862.4166666666667,40.1099537037037
2024-01-24,M001,64.5837630662021,129.57,2.46204593639576,4.468614035087721,3,288,1,61.25,95.74652777777779
2024-01-04,M002,64.26438596491228,129.07,2.432860139860138,4.506821052631577,7,288,1,423.8833333333333,70.5636574074074
2024-01-10,M002,64.75097902097899,120.03,2.379578947368422,4.507126315789479,6,288,2,401.83333333333326,72.09490740740742
2024-01-12,M002,65.01526501766783,110.82,2.4607097902097923,4.472627177700349,2,288,0,0.0,100.0
2024-01-18,M002,64.87905594405592,129.8,2.453010600706713,4.500270175438596,2,288,1,181.61666666666667,87.38773148148147
2024-01-26,M002,64.52412587412589,123.17,2.4776167247386773,4.552356643356647,5,288,1,249.21666666666667,82.69328703703704
2024-01-28,M002,65.36605633802817,120.41,2.4683576388888877,4.476888501742157,4,288,1,202.11666666666667,85.96412037037037
2024-01-29,M002,64.81661971830984,120.89,2.517996478873241,4.514754385964911,4,288,2,210.11666666666665,85.40856481481482
2024-01-05,M003,64.24926829268288,106.09,2.4903929824561395,4.493059233449477,3,288,2,386.5666666666666,73.1550925925926
2024-01-13,M003,63.77010452961672,116.52,2.5225489510489485,4.529376760563382,3,288,1,240.35000000000002,83.30902777777779
2024-01-16,M003,65.68366197183097,115.73,2.5026550522648088,4.501707142857141,3,288,2,532.0333333333334,63.05324074074073
2024-01-25,M003,63.24883392226149,109.84,2.4805419580419574,4.486527777777777,3,288,1,96.1,93.3263888888889
2024-01-27,M003,64.67723776223775,119.57,2.466839160839162,4.484222996515677,4,288,0,403.6333333333333,71.96990740740742
2024-01-29,M003,65.1386315789474,125.92,2.4122132867132864,4.486333333333335,6,288,0,188.76666666666668,86.8912037037037
2024-01-30,M003,65.15703832752614,129.35,2.448372822299653,4.480883802816903,5,288,0,70.78333333333333,95.08449074074075
2024-01-31,M003,64.50482517482511,112.38,2.5233867595818813,4.461866666666667,3,288,4,578.7,59.8125
2024-01-12,M004,64.68641114982582,120.53,2.469024390243903,4.555739436619714,2,288,0,97.68333333333334,93.21643518518518
2024-01-14,M004,63.48298611111112,127.52,2.4139686411149794,4.538645833333337,8,288,2,576.5833333333334,59.95949074074074
2024-01-18,M004,63.96968531468529,122.24,2.4938216783216784,4.499059440559437,5,288,1,128.81666666666666,91.05439814814815
2024-01-21,M004,66.50356890459366,127.09,2.484104895104894,4.502870629370631,3,288,1,123.81666666666668,91.40162037037037
2024-01-23,M004,65.60748251748255,115.63,2.5346874999999986,4.500306620209061,2,288,1,463.5,67.8125
2024-01-28,M004,64.35559440559442,109.79,2.5072832167832164,4.4729716312056755,4,288,1,779.8166666666666,45.84606481481482
2024-01-30,M004,64.10830985915493,100.0,2.476470175438596,4.508229965156798,3,288,0,555.2333333333333,61.442129629629626
2024-01-31,M004,64.23035211267604,123.1,2.461228873239435,4.534355633802816,7,288,0,203.38333333333333,85.87615740740742
2024-01-02,M005,65.59538194444445,122.9,2.49580769230769,4.489767605633801,4,288,1,315.6333333333333,78.08101851851853
2024-01-04,M005,64.75325174825171,100.42,2.462674825174828,4.437703832752615,2,288,2,367.7166666666667,74.46412037037037
2024-01-06,M005,63.64343859649122,129.79,2.3799195804195796,4.506138888888889,12,288,1,782.7166666666667,45.644675925925924
2024-01-07,M005,64.18891608391611,126.84,2.5285246478873242,4.574063380281691,6,288,1,271.0833333333333,81.17476851851852
2024-01-10,M005,64.36480701754385,118.92,2.4511398601398597,4.560227272727272,2,288,2,597.5166666666667,58.50578703703704
2024-01-13,M005,65.13326388888885,119.25,2.518094736842105,4.481411149825783,2,288,0,397.1166666666667,72.4224537037037
2024-01-14,M005,64.92819787985863,128.72,2.418711805555556,4.481184668989549,8,288,2,308.06666666666666,78.60648148148148
2024-01-26,M005,62.70943661971832,89.78,2.4658466898954696,4.5002638888888855,6,288,1,743.7833333333333,48.34837962962963
