timestamp,machine_id,temperature_c,vibration_mms,pression_bar,courant_a,statut_capteur
2024-01-01T08:40:00,M001,63.39,2.891,5.114,14.09,OK
01/01/2024 08:45,M001,69.04,1.556,4.181,13.86,OK
2024-01-01T08:50:00,M001,83.86,-2.895,,11.89,OK
01/01/2024 08:55,M001,66.75,2.816,4.848,14.53,OK
2024-01-01T09:00:00,M001,67.58,2.526,4.682,7.98,OK
01/01/2024 09:05,M001,64.26,3.578,4.0,15.75,OK
2024-01-01T09:10:00,M001,45.81,3.119,3.874,13.38,OK
01/01/2024 09:15,M001,64.73,2.494,4.406,12.21,OK
2024-01-01T09:20:00,M001,65.6,2.673,3.898,10.22,OK
01/01/2024 09:25,M001,89.63,2.737,3.969,11.12,OK
2024-01-01T09:30:00,M001,63.08,2.823,4.558,13.22,OK
01/01/2024 09:35,M001,68.02,1.039,4.017,,OK
2024-01-01T09:40:00,M001,64.65,2.259,4.713,13.34,OK
01/01/2024 09:45,M001,53.31,1.312,5.245,10.54,OK
2024-01-01T09:50:00,M001,76.43,3.523,4.426,10.14,OK
01/01/2024 09:55,M001,72.52,2.451,4.565,12.39,OK
2024-01-01T10:00:00,M001,72.91,2.345,5.509,13.54,OK
01/01/2024 10:05,M001,55.91,3.217,,12.01,OK
2024-01-01T10:10:00,M001,79.03,2.838,5.096,14.96,OK
01/01/2024 10:15,M001,50.98,1.597,5.035,12.07,OK
2024-01-01T10:20:00,M001,70.87,2.443,4.927,12.0,OK
01/01/2024 10:25,M001,86.9,2.232,5.146,13.34,OK
2024-01-01T10:30:00,M001,55.09,1.104,4.64,14.44,OK
01/01/2024 10:35,M001,59.34,1.948,4.209,9.3,OK
2024-01-01T10:40:00,M001,66.0,2.353,5.047,9.76,OK
01/01/2024 10:45,M001,59.97,2.408,5.066,11.37,OK
2024-01-01T10:50:00,M001,49.49,1.314,5.053,18.32,OK
01/01/2024 10:55,M001,65.69,3.421,4.522,11.48,OK
2024-01-01T11:00:00,M001,54.38,2.418,4.142,11.76,OK
01/01/2024 11:05,M001,69.74,2.53,4.596,13.24,OK
2024-01-01T11:10:00,M001,55.81,2.821,4.971,13.95,OK
01/01/2024 11:15,M001,80.5,1.87,5.012,12.34,OK
2024-01-01T11:20:00,M001,57.17,2.865,4.285,14.33,OK
01/01/2024 11:25,M001,61.78,2.206,4.658,9.61,OK
2024-01-01T11:30:00,M001,73.14,1.783,3.846,10.47,OK
01/01/2024 11:35,M001,52.69,2.959,4.992,14.32,OK
2024-01-01T11:40:00,M001,67.27,3.693,4.108,12.02,OK
01/01/2024 11:45,M001,78.07,3.08,4.893,9.48,OK
2024-01-01T11:50:00,M001,48.93,3.238,3.925,9.35,OK
01/01/2024 11:55,M001,66.85,2.083,5.016,10.38,OK
2024-01-01T12:00:00,M001,67.6,1.222,4.661,12.0,OK
01/01/2024 12:05,M001,72.82,3.692,4.109,12.93,OK
2024-01-01T12:10:00,M001,52.63,4.144,4.846,11.34,OK
01/01/2024 12:15,M001,51.8,3.734,4.205,12.77,OK
2024-01-01T12:20:00,M001,70.22,2.231,4.875,11.13,OK
01/01/2024 12:25,M001,67.97,1.576,4.363,14.45,OK
2024-01-01T12:30:00,M001,67.5,1.647,3.639,17.1,OK
01/01/2024 12:35,M001,68.46,1.153,4.009,11.21,OK
2024-01-01T12:40:00,M001,58.2,2.414,4.285,12.96,OK
01/01/2024 12:45,M001,67.32,3.785,5.184,12.8,OK
2024-01-01T12:50:00,M001,67.93,2.387,4.951,12.28,OK
01/01/2024 12:55,M001,57.86,2.742,5.312,13.31,OK
2024-01-01T13:00:00,M001,83.66,3.6,5.327,12.96,OK
01/01/2024 13:05,M001,69.74,2.177,4.233,11.06,OK
2024-01-01T13:10:00,M001,53.09,4.128,4.406,14.63,OK
01/01/2024 13:15,M001,71.57,4.094,4.294,12.4,OK
2024-01-01T13:20:00,M001,55.25,2.395,4.164,11.23,OK
01/01/2024 13:25,M001,107.11,-2.367,3.579,16.89,OK
2024-01-01T13:30:00,M001,76.59,3.058,4.493,11.77,OK
01/01/2024 13:35,M001,56.79,2.222,3.857,12.51,OK
2024-01-01T13:40:00,M001,74.63,1.575,4.483,12.35,OK
01/01/2024 13:45,M001,69.13,3.525,5.558,11.74,OK
2024-01-01T13:50:00,M001,73.22,3.473,4.245,12.9,OK
01/01/2024 13:55,M001,83.97,2.624,4.597,10.31,OK
2024-01-01T14:00:00,M001,62.55,1.49,4.953,13.19,OK
01/01/2024 14:05,M001,57.46,1.516,4.64,8.48,OK
2024-01-01T14:10:00,M001,56.1,2.586,4.646,9.4,OK
01/01/2024 14:15,M001,56.84,2.1,4.319,15.65,OK
2024-01-01T14:20:00,M001,64.23,2.227,4.384,9.49,OK
01/01/2024 14:25,M001,68.41,3.318,4.02,8.08,OK
2024-01-01T14:30:00,M001,67.77,3.087,4.923,9.54,OK
01/01/2024 14:35,M001,73.27,3.603,3.629,15.48,OK
2024-01-01T14:40:00,M001,65.13,1.708,4.986,8.42,OK
01/01/2024 14:45,M001,79.54,2.225,3.798,10.09,OK
2024-01-01T14:50:00,M001,62.35,3.107,4.981,9.08,OK
01/01/2024 14:55,M001,92.2,2.858,4.323,11.45,OK
2024-01-01T15:00:00,M001,71.26,3.726,3.884,11.13,OK
01/01/2024 15:05,M001,56.43,2.836,4.79,11.04,OK
2024-01-01T15:10:00,M001,54.29,3.978,4.964,15.71,OK
01/01/2024 15:15,M001,69.82,2.932,4.281,9.6,OK
2024-01-01T15:20:00,M001,62.77,3.35,4.86,11.8,OK
01/01/2024 15:25,M001,72.14,2.241,3.357,12.68,OK
2024-01-01T15:30:00,M001,69.73,2.511,3.84,10.04,OK
01/01/2024 15:35,M001,64.27,3.229,5.146,12.97,OK
2024-01-01T15:40:00,M001,56.53,3.79,4.388,11.2,OK
01/01/2024 15:45,M001,49.85,3.083,3.569,12.75,OK
2024-01-01T15:50:00,M001,60.53,2.433,4.151,11.78,OK
01/01/2024 15:55,M001,73.56,3.602,4.038,7.9,OK
2024-01-01T16:00:00,M001,67.14,0.746,4.417,14.61,OK
01/01/2024 16:05,M001,52.54,1.362,4.315,16.14,OK
2024-01-01T16:10:00,M001,66.73,3.045,4.589,11.65,OK
01/01/2024 16:15,M001,68.85,2.511,4.465,10.2,OK
2024-01-01T16:20:00,M001,56.16,2.984,5.18,,OK
01/01/2024 16:25,M001,66.54,2.552,,15.78,OK
2024-01-01T16:30:00,M001,65.58,2.957,4.729,11.66,OK
01/01/2024 16:35,M001,53.57,1.848,5.083,11.56,OK
2024-01-01T16:40:00,M001,68.58,2.956,4.306,11.84,OK
01/01/2024 16:45,M001,70.61,3.296,3.869,8.65,OK
2024-01-01T16:50:00,M001,75.83,3.476,5.103,11.42,OK
01/01/2024 16:55,M001,75.54,4.111,4.568,15.43,OK
2024-01-01T17:00:00,M001,51.22,2.695,4.57,11.66,OK
01/01/2024 17:05,M001,55.62,2.719,4.183,9.92,OK
2024-01-01T17:10:00,M001,70.15,1.281,4.192,12.99,OK
01/01/2024 17:15,M001,70.14,2.075,4.923,10.67,OK
2024-01-01T17:20:00,M001,70.15,2.346,4.992,11.87,OK
01/01/2024 17:25,M001,100.0,3.34,,9.46,OK
2024-01-01T17:30:00,M001,70.71,2.011,4.896,9.93,OK
01/01/2024 17:35,M001,76.36,3.137,4.785,13.48,OK
2024-01-01T17:40:00,M001,74.54,2.499,4.566,12.23,OK
01/01/2024 17:45,M001,71.51,2.358,4.412,10.45,OK
2024-01-01T17:50:00,M001,61.85,2.699,5.105,12.24,OK
01/01/2024 17:55,M001,72.59,2.187,4.313,10.79,OK
2024-01-01T18:00:00,M001,57.27,2.157,4.685,10.43,OK
01/01/2024 18:05,M001,62.63,1.136,4.098,14.33,OK
2024-01-01T18:10:00,M001,60.15,2.302,4.17,13.57,OK
01/01/2024 18:15,M001,65.82,2.116,4.382,11.96,OK
2024-01-01T18:20:00,M001,88.15,2.087,4.098,12.29,OK
01/01/2024 18:25,M001,46.33,2.833,4.899,11.98,OK
2024-01-01T18:30:00,M001,71.86,3.027,3.826,12.97,OK
01/01/2024 18:35,M001,122.96,2.686,4.55,10.4,OK
2024-01-01T18:40:00,M001,60.28,3.296,4.566,13.73,OK
01/01/2024 18:45,M001,75.89,2.96,3.595,12.71,OK
2024-01-01T18:50:00,M001,65.64,2.264,4.279,11.47,OK
01/01/2024 18:55,M001,54.22,2.13,4.628,11.02,OK
2024-01-01T19:00:00,M001,57.85,2.75,4.714,13.68,OK
01/01/2024 19:05,M001,71.8,2.959,4.398,11.7,OK
2024-01-01T19:10:00,M001,57.7,3.618,4.838,10.6,OK
01/01/2024 19:15,M001,67.16,3.453,4.445,11.23,OK
2024-01-01T19:20:00,M001,65.46,2.067,4.507,13.54,OK
01/01/2024 19:25,M001,58.48,2.418,4.626,8.78,OK
2024-01-01T19:30:00,M001,124.62,3.037,4.963,11.29,OK
01/01/2024 19:35,M001,71.34,3.354,4.162,14.14,OK
2024-01-01T19:40:00,M001,44.75,3.251,4.257,11.66,OK
01/01/2024 19:45,M001,66.86,2.449,4.166,12.55,OK
2024-01-01T19:50:00,M001,58.38,1.497,4.334,14.17,OK
01/01/2024 19:55,M001,73.52,1.701,5.213,13.78,OK
2024-01-01T20:00:00,M001,57.07,2.718,4.786,11.12,OK
01/01/2024 20:05,M001,63.85,2.774,3.934,11.74,OK
2024-01-01T20:10:00,M001,70.05,1.621,4.2,13.81,OK
01/01/2024 20:15,M001,73.66,2.536,4.686,13.88,OK
2024-01-01T20:20:00,M001,53.0,3.005,4.047,11.82,OK
01/01/2024 20:25,M001,61.65,1.579,4.137,11.89,OK
2024-01-01T20:30:00,M001,60.25,3.384,5.172,12.54,OK
01/01/2024 20:35,M001,58.47,2.198,4.193,14.73,OK
2024-01-01T20:40:00,M001,82.65,3.506,4.977,14.14,OK
01/01/2024 20:45,M001,69.05,2.073,5.128,13.39,OK
2024-01-01T20:50:00,M001,52.39,1.679,4.133,9.84,OK
01/01/2024 20:55,M001,74.18,2.133,4.055,11.45,OK
2024-01-01T21:00:00,M001,86.22,2.424,4.362,11.56,OK
01/01/2024 21:05,M001,75.32,2.189,3.956,14.84,OK
2024-01-01T21:10:00,M001,49.81,2.327,4.561,11.52,OK
01/01/2024 21:15,M001,60.16,2.767,4.397,14.51,OK
2024-01-01T21:20:00,M001,77.67,2.363,4.68,10.86,OK
01/01/2024 21:25,M001,57.92,2.447,5.198,11.02,OK
2024-01-01T21:30:00,M001,69.44,1.133,4.909,12.96,OK
01/01/2024 21:35,M001,72.75,2.813,4.745,15.14,OK
2024-01-01T21:40:00,M001,55.73,2.429,3.517,11.58,OK
01/01/2024 21:45,M001,128.3,3.788,4.722,6.87,OK
2024-01-01T21:50:00,M001,32.59,1.748,5.361,8.87,OK
01/01/2024 21:55,M001,54.76,1.053,2.995,12.6,OK
2024-01-01T22:00:00,M001,111.21,2.994,4.845,9.05,OK
01/01/2024 22:05,M001,52.52,2.777,4.42,10.27,OK
2024-01-01T22:10:00,M001,81.32,1.693,4.075,12.02,OK
01/01/2024 22:15,M001,50.7,1.276,4.901,7.1,OK
2024-01-01T22:20:00,M001,60.6,3.73,5.355,11.24,OK
01/01/2024 22:25,M001,66.31,3.631,4.888,9.67,OK
2024-01-01T22:30:00,M001,79.41,0.51,4.314,9.0,OK
01/01/2024 22:35,M001,50.64,2.133,,10.4,OK
2024-01-01T22:40:00,M001,76.63,3.831,4.572,9.86,OK
01/01/2024 22:45,M001,-18.51,2.119,4.937,12.94,OK
2024-01-01T22:50:00,M001,55.18,2.108,4.306,14.39,OK
01/01/2024 22:55,M001,69.62,2.274,4.355,11.27,OK
2024-01-01T23:00:00,M001,66.99,1.603,5.911,10.81,OK
01/01/2024 23:05,M001,59.0,1.136,5.039,11.17,OK
2024-01-01T23:10:00,M001,65.7,3.342,5.075,9.78,OK
01/01/2024 23:15,M001,61.15,1.026,3.77,9.42,OK
2024-01-01T23:20:00,M001,66.14,2.698,4.146,8.71,OK
01/01/2024 23:25,M001,71.62,3.209,4.537,9.34,OK
2024-01-01T23:30:00,M001,80.86,1.339,3.999,15.26,OK
01/01/2024 23:35,M001,52.62,1.761,5.3,10.62,OK
2024-01-01T23:40:00,M001,86.33,3.471,5.205,6.12,OK
01/01/2024 23:45,M001,45.48,2.926,,10.83,OK
2024-01-01T23:50:00,M001,63.48,2.006,5.392,8.82,OK
01/01/2024 23:55,M001,70.88,3.462,4.498,12.12,OK
2024-01-02T00:00:00,M001,67.81,3.465,5.795,11.9,OK
02/01/2024 00:05,M001,104.12,2.715,4.572,12.11,OK
2024-01-02T00:10:00,M001,62.92,1.78,4.788,11.92,OK
02/01/2024 00:15,M001,60.07,2.169,5.2,11.25,OK
2024-01-02T00:20:00,M001,59.11,2.729,5.139,9.09,OK
02/01/2024 00:25,M001,73.5,2.349,4.755,11.85,OK
2024-01-02T00:30:00,M001,68.57,3.251,4.429,14.04,OK
02/01/2024 00:35,M001,58.07,1.276,4.757,15.63,OK
2024-01-02T00:40:00,M001,74.0,1.305,4.092,11.52,OK
02/01/2024 00:45,M001,68.07,2.645,4.576,11.74,OK
2024-01-02T00:50:00,M001,73.13,2.107,3.945,13.0,OK
02/01/2024 00:55,M001,71.3,1.998,3.61,14.99,OK
2024-01-02T01:00:00,M001,56.71,1.086,4.525,11.03,OK
02/01/2024 01:05,M001,59.4,2.516,5.131,13.39,OK
2024-01-02T01:10:00,M001,112.16,2.458,4.963,10.35,OK
02/01/2024 01:15,M001,71.1,3.023,4.459,12.66,OK
2024-01-02T01:20:00,M001,64.79,2.555,5.373,13.94,OK
02/01/2024 01:25,M001,66.17,2.394,4.215,9.42,OK
2024-01-02T01:30:00,M001,77.78,3.442,3.541,10.95,OK
02/01/2024 01:35,M001,59.08,1.45,3.409,13.91,OK
2024-01-02T01:40:00,M001,70.47,2.929,3.909,13.23,OK
02/01/2024 01:45,M001,119.78,1.163,4.908,14.07,OK
2024-01-02T01:50:00,M001,62.82,1.829,4.183,13.7,OK
02/01/2024 01:55,M001,75.99,1.53,4.73,11.32,OK
2024-01-02T02:00:00,M001,73.25,3.126,5.323,16.4,OK
02/01/2024 02:05,M001,73.14,2.448,3.95,12.27,OK
2024-01-02T02:10:00,M001,126.26,2.489,4.739,5.89,OK
02/01/2024 02:15,M001,65.21,1.615,4.769,11.44,OK
2024-01-02T02:20:00,M001,71.82,2.26,4.07,11.06,OK
02/01/2024 02:25,M001,61.9,1.889,5.177,13.59,OK
2024-01-02T02:30:00,M001,68.24,2.807,4.356,11.1,OK
02/01/2024 02:35,M001,63.7,1.707,4.308,14.2,OK
2024-01-02T02:40:00,M001,65.97,3.564,5.556,13.12,OK
02/01/2024 02:45,M001,,1.16,4.761,10.0,OK
2024-01-02T02:50:00,M001,56.82,1.855,4.963,11.72,OK
02/01/2024 02:55,M001,85.92,3.842,5.177,10.45,OK
2024-01-02T03:00:00,M001,54.94,2.152,4.175,12.37,OK
02/01/2024 03:05,M001,52.86,1.448,5.125,10.44,OK
2024-01-02T03:10:00,M001,76.58,2.675,4.249,12.15,OK
02/01/2024 03:15,M001,72.92,2.12,4.228,11.46,OK
2024-01-02T03:20:00,M001,71.24,1.831,4.364,11.7,OK
02/01/2024 03:25,M001,71.28,1.623,4.189,16.1,OK
2024-01-02T03:30:00,M001,64.88,4.715,4.911,11.28,OK
02/01/2024 03:35,M001,56.03,2.299,4.634,8.13,OK
2024-01-02T03:40:00,M001,65.76,0.96,4.254,14.03,OK
02/01/2024 03:45,M001,58.23,3.695,4.837,14.02,OK
2024-01-02T03:50:00,M001,74.75,2.989,4.362,8.04,OK
02/01/2024 03:55,M001,63.53,1.887,,10.6,OK
2024-01-02T04:00:00,M001,56.75,1.754,4.524,12.87,OK
02/01/2024 04:05,M001,-9.36,3.039,4.732,13.05,OK
2024-01-02T04:10:00,M001,69.13,2.302,4.695,11.99,OK
02/01/2024 04:15,M001,-7.8,0.959,4.318,12.04,OK
2024-01-02T04:20:00,M001,-5.79,3.93,4.924,10.12,OK
02/01/2024 04:25,M001,67.44,2.153,4.389,7.2,OK
2024-01-02T04:30:00,M001,67.45,3.696,4.173,16.1,OK
02/01/2024 04:35,M001,59.93,3.523,3.766,10.06,OK
2024-01-02T04:40:00,M001,60.29,1.699,4.992,12.35,OK
02/01/2024 04:45,M001,67.32,3.327,4.506,11.68,OK
2024-01-02T04:50:00,M001,50.52,1.979,4.605,13.79,OK
02/01/2024 04:55,M001,50.93,1.007,5.023,12.23,OK
2024-01-02T05:00:00,M001,57.82,2.16,4.261,12.31,OK
02/01/2024 05:05,M001,62.87,2.818,3.813,6.73,OK
2024-01-02T05:10:00,M001,68.11,2.13,4.535,10.33,OK
02/01/2024 05:15,M001,79.75,2.254,4.654,13.49,OK
2024-01-02T05:20:00,M001,73.58,3.415,4.369,13.31,OK
02/01/2024 05:25,M001,63.4,2.585,5.237,10.1,OK
2024-01-02T05:30:00,M001,64.81,1.825,3.257,8.84,OK
02/01/2024 05:35,M001,54.97,3.062,5.06,12.25,OK
2024-01-02T05:40:00,M001,64.81,2.658,4.896,6.19,OK
02/01/2024 05:45,M001,62.11,0.483,4.728,9.7,OK
2024-01-02T05:50:00,M001,68.23,2.843,2.832,15.52,OK
02/01/2024 05:55,M001,56.73,2.813,5.142,14.89,OK
2024-01-02T06:00:00,M001,70.19,2.516,3.987,12.97,OK
02/01/2024 06:05,M001,80.33,3.213,4.246,12.61,OK
2024-01-02T06:10:00,M001,63.91,1.962,4.415,8.1,OK
02/01/2024 06:15,M001,69.02,2.769,4.704,10.52,OK
2024-01-02T06:20:00,M001,71.9,1.246,4.82,11.41,OK
02/01/2024 06:25,M001,60.99,2.826,4.946,10.56,OK
2024-01-02T06:30:00,M001,67.24,4.062,4.908,11.3,OK
02/01/2024 06:35,M001,65.13,1.704,4.626,14.6,OK
2024-01-02T06:40:00,M001,65.98,1.892,4.708,10.92,OK
02/01/2024 06:45,M001,57.27,1.932,3.955,11.32,OK
2024-01-02T06:50:00,M001,65.25,2.604,4.124,13.48,OK
02/01/2024 06:55,M001,69.98,1.65,4.948,9.16,OK
2024-01-02T07:00:00,M001,79.51,2.837,4.919,10.32,OK
02/01/2024 07:05,M001,74.59,3.177,4.862,10.52,OK
2024-01-02T07:10:00,M001,86.53,2.927,4.243,12.11,OK
02/01/2024 07:15,M001,57.33,1.085,4.955,11.31,OK
2024-01-02T07:20:00,M001,73.72,3.296,3.919,11.37,OK
02/01/2024 07:25,M001,66.83,3.25,5.039,10.67,OK
2024-01-02T07:30:00,M001,86.9,3.164,4.37,,OK
02/01/2024 07:35,M001,56.92,2.798,5.342,13.22,OK
2024-01-02T07:40:00,M001,56.6,2.676,3.739,11.32,OK
02/01/2024 07:45,M001,59.01,3.326,5.382,13.24,OK
2024-01-02T07:50:00,M001,43.76,4.039,4.319,9.78,OK
02/01/2024 07:55,M001,59.74,1.738,4.31,10.67,OK
2024-01-02T08:00:00,M001,57.41,3.363,4.597,11.56,OK
02/01/2024 08:05,M001,66.5,2.431,4.151,11.74,OK
2024-01-02T08:10:00,M001,68.42,2.396,4.464,13.51,OK
02/01/2024 08:15,M001,83.76,1.271,4.131,11.14,OK
2024-01-02T08:20:00,M001,74.5,2.272,4.149,13.49,OK
02/01/2024 08:25,M001,59.23,1.702,4.743,12.75,OK
2024-01-02T08:30:00,M001,56.02,2.129,4.049,11.79,OK
02/01/2024 08:35,M001,69.92,1.621,4.116,,OK
2024-01-02T08:40:00,M001,51.8,2.141,3.814,13.51,OK
02/01/2024 08:45,M001,83.31,2.175,4.248,10.15,OK
2024-01-02T08:50:00,M001,76.79,2.577,5.156,11.96,OK
02/01/2024 08:55,M001,60.31,1.208,4.077,11.89,OK
2024-01-02T09:00:00,M001,47.87,1.344,4.134,11.59,OK
02/01/2024 09:05,M001,78.54,2.79,4.597,11.22,OK
2024-01-02T09:10:00,M001,63.85,1.862,4.315,10.36,OK
02/01/2024 09:15,M001,77.38,3.36,5.614,8.77,OK
2024-01-02T09:20:00,M001,49.06,2.68,4.419,14.81,OK
02/01/2024 09:25,M001,59.01,2.985,4.668,11.02,OK
2024-01-02T09:30:00,M001,65.05,3.629,4.972,11.74,OK
02/01/2024 09:35,M001,65.47,2.252,4.962,11.73,OK
2024-01-02T09:40:00,M001,60.5,2.04,4.617,14.19,OK
02/01/2024 09:45,M001,71.23,3.197,4.419,15.87,OK
2024-01-02T09:50:00,M001,121.88,2.908,5.512,12.32,OK
02/01/2024 09:55,M001,63.58,2.35,4.45,11.69,OK
2024-01-02T10:00:00,M001,66.2,3.613,4.279,9.75,OK
02/01/2024 10:05,M001,70.14,2.33,4.177,9.11,OK
